,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
187,801,Clare Gould,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied
189,529,Ms. Keiko Mcfarland,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,240.0,Somewhat dirty,Somewhat safe,Neutral
191,3107,Duncan Chandler,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,247.0,Clean,Very safe,Very satisfied
192,1785,Penelope Stark,Saturday,UNITED,RALEIGH-DURHAM,EAST US,    Medium,Gates 70-90,2018-12-31,130.0,Average,Neutral,Neutral
193,202,Kasper Shields,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,85.0,Somewhat clean,Somewhat safe,Somewhat satisfied
194,883,Dr. Rose Fleming,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,145.0,Average,Very safe,Neutral
195,3142,Miss Petra Mitchell,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,45.0,Somewhat clean,Very safe,Somewhat satisfied
196,3157,Ms. Regan Lynch,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,135.0,Somewhat clean,Very safe,Neutral
197,1894,Keane Bennett,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,235.0,Somewhat clean,Very safe,Somewhat satisfied
198,458,Nash Head,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,2018-12-31,250.0,Somewhat clean,Somewhat safe,Very satisfied
199,2020,Ainsley Riley,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,105.0,Somewhat clean,Neutral,Neutral
200,312,Kirestin Newton,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,182.0,Somewhat clean,Very safe,Very satisfied
201,2903,Jakeem Hall,Friday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,195.0,Clean,Very safe,Very satisfied
202,2108,Reece Mitchell,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,119.0,Somewhat clean,Very safe,Somewhat satisfied
203,339,Wanda Walls,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,180.0,Average,Neutral,Neutral
204,2938,Barry Mccray,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,135.0,Average,Neutral,Neutral
205,1396,Dr. Zahir Hardin,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,295.0,Somewhat clean,Very safe,Neutral
206,1843,Graiden Cox,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,55.00000000000011,Average,Somewhat safe,Somewhat satisfied
207,3038,Miss Lara Green,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,362.0,Somewhat clean,Somewhat safe,Somewhat satisfied
208,1482,Felix Bell,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,179.0,Somewhat clean,Very safe,Somewhat satisfied
209,2670,Mr. Addison Day,Tuesday,SOUTHWEST,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,260.0,Average,Very safe,Somewhat satisfied
211,756,Tallulah Guzman,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Somewhat satisfied
212,2128,Jocelyn Guzman,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,243.0,Clean,Very safe,Somewhat satisfied
213,1514,Ivory Miller,Wednesday,INTERJET,GUADALAJARA,Canada/Mexico,Medium     ,Gates 1-12,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satisfied
215,2481,Mr. Eaton Vazquez,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,89.0,Average,Somewhat safe,Neutral
217,1150,Silas Clemons,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,49.9999999999998,Clean,Very safe,Very satisfied
218,1105,Quinn Barry,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Neutral,Somewhat satisfied
219,2945,Orson Pratt,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,65.0,Somewhat clean,Somewhat safe,Somewhat satisfied
220,261,Constance Morse,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,115.0,Clean,Very safe,Somewhat satisfied
221,819,Ms. Vanna Rivera,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,80.0,Somewhat clean,Neutral,Neutral
223,2924,Miss Venus Lowe,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satisfied
224,2245,Amethyst Nieves,Thursday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,140.0,Average,Somewhat safe,Somewhat satisfied
225,238,Miss Vivian Foreman,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satisfied
226,1077,Miss Wendy Griffin,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,385.0,Somewhat clean,Somewhat safe,Neutral
227,3176,Melodie Stuart,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satisfied
228,1798,Dominic Shannon,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175.0,Average,Neutral,Neutral
229,1737,Quintessa Tillman,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,420.0,Somewhat clean,Somewhat safe,Very satisfied
230,3264,Dr. Christine Nicholson,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,390.0,Somewhat clean,Very safe,Very satisfied
231,2663,Regina Clements,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,152.0,Clean,Somewhat safe,Somewhat satisfied
232,1321,Colleen Harding,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,276.0,Somewhat clean,Very safe,Neutral
233,2377,Kaitlin Cochran,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,250.0,Average,Neutral,Somewhat satisfied
234,3024,Molly Norton,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,105.0,Average,Somewhat safe,Somewhat satisfied
235,713,Richard Lott,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satisfied
236,2385,Matthew Nguyen,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub     ,Gates 91-102,2018-12-31,515.0,Somewhat clean,Very safe,Somewhat satisfied
237,1732,Dr. Laith Decker,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100.0,Somewhat clean,Neutral,Somewhat satisfied
238,2878,Holly Austin,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Very satisfied
239,1607,Jaden Gray,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Very safe,Neutral
240,2562,Germaine Hurley,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Somewhat satisfied
241,2682,Kyle Gay,Friday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral
242,1771,Zachery Diaz,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied
243,3265,Carolyn Hartman,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,82.0,Clean,Somewhat safe,Somewhat satisfied
244,2937,Miss Alana Grant,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,225.0,Average,Somewhat safe,Neutral
245,2550,Idola Acosta,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,300.0,Clean,Very safe,Very satisfied
246,810,Dara English,Sunday,ALASKA,BALTIMORE,EAST US,    Medium,Gates 50-59,2018-12-31,170.0,Clean,Somewhat safe,Neutral
248,664,Miss Aurora Flores,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satisfied
249,2894,Henry Sloan,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satisfied
250,2703,Jared Chase,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Somewhat satisfied
251,2364,Xavier Castro,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satisfied
252,1038,Holmes Fowler,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
253,3030,Lucy Noel,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Very satisfied
254,1438,Kerry Tucker,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satisfied
255,1634,Garrison Barrett,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,120.0,Average,Neutral,Somewhat satisfied
256,2142,Stephanie Cannon,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
257,3198,Dr. Charlotte Savage,Tuesday,UNITED,ONTARIO (CALIF),West US,Small     ,Gates 70-90,2018-12-31,1365.0,Average,Somewhat safe,Somewhat unsatisfied
259,2658,Lane Clements,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satisfied
260,282,Aimee Whitfield,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,224.0,Clean,Very safe,Somewhat satisfied
261,100,Martena Neal,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satisfied
263,3243,Xandra Hartman,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Somewhat satisfied
265,1646,Meredith Gutierrez,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,350.0,Somewhat clean,Very safe,Neutral
267,662,Mr. Kermit Deleon,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,225.0,Clean,Very safe,Very satisfied
269,622,Derek Terrell,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,110.0,Somewhat clean,Very safe,Neutral
270,2132,Shaeleigh Mccarthy,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,183.0,Average,Very safe,Somewhat satisfied
271,2395,Burke Leon,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Very satisfied
272,2126,Mr. Clinton Holmes,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,190.0,Clean,Very safe,Somewhat satisfied
273,325,Whoopi Tillman,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,55.00000000000011,Somewhat clean,Very safe,Somewhat satisfied
274,2531,Hamilton Gardner,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Very satisfied
275,3210,Graiden Bridges,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Somewhat clean,Very safe,Very satisfied
276,1816,Sheila Robinson,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,215.0,Average,Somewhat safe,Somewhat satisfied
278,2852,Cameron Barlow,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,607.0,Somewhat clean,Very safe,Neutral
279,3063,Kasimir Irwin,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,215.0,Clean,Very safe,Somewhat satisfied
280,1923,Ms. Lilah Chen,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satisfied
281,2785,Judith Price,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satisfied
282,415,Dane Barker,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,55.0,Somewhat clean,Very safe,Very satisfied
283,419,Micah Bullock,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium     ,Gates 60-69,2018-12-31,173.0,Somewhat clean,Very safe,Somewhat satisfied
284,1669,Leonard Stevens,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satisfied
285,420,Ms. Beverly Hampton,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,158.0,Somewhat clean,Somewhat safe,Somewhat satisfied
289,2473,Devin Morrison,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,231.0,Somewhat clean,Somewhat safe,Somewhat satisfied
290,1769,Mr. Jordan Cooke,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95.0,Somewhat clean,Very safe,Somewhat satisfied
291,2122,Miss Ann Hale,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,125.0,Average,Neutral,Neutral
292,2921,Graiden Riddle,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied
293,1180,Julian Stanley,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Clean,Very safe,Somewhat satisfied
294,836,Christine Carter,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satisfied
295,2899,Hasad Valentine,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Clean,Very safe,Very satisfied
296,659,Bevis Mcdowell,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,135.0,Somewhat clean,Very safe,Neutral
297,2240,Alec Davis,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,110.0,Average,Somewhat safe,Somewhat satisfied
298,323,Dr. Daniel Hood,Thursday,UNITED,BURBANK,West US,    Small,Gates 70-90,2018-12-31,250.0,Clean,Very safe,Very satisfied
299,506,Ms. Britanney Schmidt,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,148.0,Average,Somewhat safe,Somewhat unsatisfied
300,2864,Wanda Jackson,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,148.0,Somewhat clean,Somewhat safe,Neutral
302,2654,Quyn Henderson,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub     ,Gates 1-12,2018-12-31,230.0,Clean,Very safe,Somewhat satisfied
303,2662,Hammett Duncan,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,105.0,Clean,Neutral,Somewhat satisfied
304,430,Duncan Stark,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,173.0,Clean,Very safe,Very satisfied
305,1281,Jin Shannon,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satisfied
306,2966,Fulton Meadows,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Clean,Very safe,Somewhat satisfied
307,1968,Dr. Malik Hanson,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satisfied
309,3249,Laith Espinoza,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,185.0,Clean,Very safe,Very satisfied
310,2941,Dr. Jared Holman,Friday,TURKISH AIRLINES,ISTANBUL,middle east,    Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Somewhat safe,Neutral
311,2810,Julie Davidson,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,100.0,Somewhat clean,Neutral,Somewhat satisfied
313,2613,Dr. Jane Harrell,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,100.0,Somewhat clean,Somewhat safe,Neutral
314,1914,Aphrodite Shannon,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satisfied
315,194,Jermaine Randall,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,190.0,Somewhat clean,Somewhat safe,Somewhat satisfied
316,2316,Hammett Talley,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Somewhat safe,Very satisfied
317,1430,Sasha Riggs,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,82.0,Clean,Somewhat safe,Very satisfied
318,2881,Dr. Damian Wynn,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,130.0,Clean,Very safe,Very satisfied
319,1864,Aidan Macias,Tuesday,UNITED,LOS ANGELES,West US,    Hub,Gates 60-69,2018-12-31,100.0,Average,Somewhat safe,Somewhat unsatisfied
321,1702,Sawyer Hines,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
322,653,Mr. Hector Caldwell,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Neutral,Neutral
323,1500,Abra Webb,Wednesday,DELTA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,135.0,Somewhat clean,Neutral,Neutral
324,2660,Stone Price,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Very safe,Somewhat satisfied
325,656,Cheyenne Stout,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,225.0,Somewhat clean,Very safe,Somewhat satisfied
326,1908,Lareina Wall,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Somewhat satisfied
327,427,Dr. Ella Pena,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,485.0,Somewhat clean,Very safe,Somewhat satisfied
328,630,Quintessa Sherman,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,85.0,Clean,Neutral,Very satisfied
329,1928,Ishmael Duffy,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satisfied
331,1587,Ms. Willa Stuart,Wednesday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,110.0,Somewhat clean,Somewhat safe,Somewhat satisfied
332,1830,Gareth Hunt,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Clean,Very safe,Very satisfied
333,2516,Stewart Jacobs,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,199.0,Clean,Somewhat safe,Somewhat satisfied
334,1076,Ms. Amaya Pate,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Average,Somewhat safe,Somewhat satisfied
335,2943,Dr. Xavier Medina,Wednesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,125.0,Clean,Very safe,Very satisfied
336,2939,Mr. Marvin Mcneil,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,585.0,Average,Very safe,Somewhat unsatisfied
337,605,Imogene Harris,Thursday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,85.0,Somewhat clean,Neutral,Somewhat satisfied
338,288,Abbot Hensley,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,104.0,Somewhat clean,Somewhat safe,Somewhat satisfied
339,2622,Miss Fiona Velez,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Somewhat clean,Somewhat safe,Neutral
340,3124,Rinah Stephenson,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,143.0,Somewhat clean,Neutral,Somewhat satisfied
341,2431,Ms. Olivia Keith,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,220.0,Somewhat clean,Somewhat safe,Somewhat satisfied
342,1657,Vielka Rosario,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,180.0,Average,Somewhat safe,Neutral
343,879,Lani Sawyer,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,Medium     ,Gates 50-59,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satisfied
344,886,Clayton Sparks,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,    Medium,Gates 50-59,2018-12-31,175.0,Clean,Very safe,Somewhat satisfied
345,1557,Oprah Ingram,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satisfied
346,806,Acton Smith,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satisfied
347,692,Demetria Byrd,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,213.0,Average,Neutral,Neutral
348,196,Patience Galloway,Wednesday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,100.0,Average,Neutral,Neutral
349,855,Hoyt Alvarez,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,334.0,Somewhat clean,Very safe,Somewhat satisfied
350,3010,Dara Pennington,Wednesday,AMERICAN,MIAMI,EAST US,Hub     ,Gates 50-59,2018-12-31,87.99999999999979,Somewhat clean,Very safe,Somewhat satisfied
351,2338,Ebony Davidson,Wednesday,UNITED,AUSTIN,Midwest US,Medium     ,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satisfied
353,1891,Brent Rosario,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satisfied
354,2403,Melyssa Mayer,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,230.0,Average,Very safe,Neutral
355,448,Regan Kelly,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satisfied
356,1182,Leah Barlow,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Average,Neutral,Neutral
357,1609,Nathan Santos,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Somewhat clean,Very safe,Neutral
360,3260,Uta Mckee,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Very safe,Very satisfied
361,308,Lawrence Gallegos,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,80.0000000000002,Clean,Very safe,Somewhat satisfied
362,972,Matthew Edwards,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,130.0,Average,Very safe,Neutral
363,1553,Xander Wilson,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,185.0,Clean,Very safe,Very satisfied
364,1812,Kelly Pittman,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175.0,Average,Somewhat safe,Somewhat satisfied
365,1061,Brynne Pugh,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Clean,Very safe,Very satisfied
366,1811,Shea Collins,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,211.0,Somewhat clean,Somewhat safe,Somewhat satisfied
367,2714,Hu Carver,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,61.99999999999989,Clean,Very safe,Very satisfied
368,2724,Stacey Coleman,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,107.0,Clean,Very safe,Somewhat satisfied
369,229,Kaye Mcgowan,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,70.0000000000001,Clean,Very safe,Neutral
370,1949,Vivien Cobb,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satisfied
371,1897,Vaughan Harrison,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat dirty,Neutral,Neutral
372,2239,Porter Hudson,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,94.9999999999999,Somewhat clean,Somewhat safe,Somewhat satisfied
373,479,Carl Conway,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,87.99999999999979,Somewhat clean,Very safe,Somewhat satisfied
375,2170,Lyle Bradshaw,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Somewhat safe,Somewhat satisfied
377,2971,Hashim Walter,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,250.0,Somewhat clean,Very safe,Very satisfied
378,2442,Branden Larson,Tuesday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,207.0,Somewhat clean,Neutral,Neutral
379,3207,Idola Ball,Thursday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,70.0,Clean,Very safe,Somewhat satisfied
